question;type;sql;relevant_values;variation
Me podrías decir cuánto se consumió en total y cuál fue la desviación estándar diaria en el edificío Estadio Nacional en marzo 2025?;Multi Variables;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"", m.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Estadio Nacional' AND m.""year_month"" = DATE '2025-03-01';";Estadio Nacional;rephrased_2
¿Cuál fue el total de consumo y la desviación estándar diaria para el edificio Estadio Nacional en marzo 2025?;Multi Variables;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"", m.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Estadio Nacional' AND m.""year_month"" = DATE '2025-03-01';";Estadio Nacional;rephrased_3
¿Cuánto consumió el Estadio Nacionál en marzo de 2025 y cuál fue la desviación estándar por día?;Multi Variables;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"", m.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Estadio Nacional' AND m.""year_month"" = DATE '2025-03-01';";Estadio Nacional;rephrased_4
Necesito saber el consumo total y la variación diaria del edificio Estadio Nacional para el mes de marzo del 2025, ¿me lo puedes facilitar?;Multi Variables;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"", m.""std_daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Estadio Nacional' AND m.""year_month"" = DATE '2025-03-01';";Estadio Nacional;rephrased_5
¿Cuál ha sido el consumo acumulado año a la fecha (YTD) y comparativo del edificio Estación Central este mes?;Multi Variables;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"", m.""ytd_prev_year_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Estación Central' AND m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""year_month"" DESC LIMIT 1;";Estación Central;original
¿Me podrías proporcionar el consumo acumulado año a la fecha (YTD) y su comparación correspondiente al edificio Estación Central durante este mes?;Multi Variables;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"", m.""ytd_prev_year_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Estación Central' AND m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""year_month"" DESC LIMIT 1;";Estación Central;rephrased_1
¿Cómo va el consumo total hasta la fecha y qué tal se compara con el mes anterior para la torre Estación Central?;Multi Variables;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"", m.""ytd_prev_year_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Estación Central' AND m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""year_month"" DESC LIMIT 1;";Estación Central;rephrased_2
Dime cual a sido el consumo acumulado año a la fecha y comparativo del edifcio Estacion Central este mes?;Multi Variables;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"", m.""ytd_prev_year_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Estación Central' AND m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""year_month"" DESC LIMIT 1;";Estación Central;rephrased_3
Quisiera saber el consumo acumulado hasta la fecha y cómo se compara este mes en Estacion Central, ¿me lo puedes pasar?;Multi Variables;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"", m.""ytd_prev_year_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Estación Central' AND m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""year_month"" DESC LIMIT 1;";Estación Central;rephrased_4
¿Podrías indicarme el consumo hasta la fecha del año en curso y el análisis comparativo de este mes para el edificio Estación Central?;Multi Variables;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"", m.""ytd_prev_year_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE b.""name"" = 'Estación Central' AND m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""year_month"" DESC LIMIT 1;";Estación Central;rephrased_5
¿Qué edificio redujo su consumo mensual en más del 5% respecto al mes anterior?;Ranking de edificios;"SELECT DISTINCT b.""name"" AS building_name FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""diff_pct_consumption_prev_month"" < -5;";;original
¿Cuál edificio logró una disminución de más del 5% en su consumo mensual comparado con el mes previo?;Ranking de edificios;"SELECT DISTINCT b.""name"" AS building_name FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""diff_pct_consumption_prev_month"" < -5;";;rephrased_1
¿Que edificio bajó su consumo en más de un 5% respecto al mes pasado?;Ranking de edificios;"SELECT DISTINCT b.""name"" AS building_name FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""diff_pct_consumption_prev_month"" < -5;";;rephrased_2
Me podrías decir qué edificio redujo más del cinco por ciento su consumo mensual con respecto al mes anterior?;Ranking de edificios;"SELECT DISTINCT b.""name"" AS building_name FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""diff_pct_consumption_prev_month"" < -5;";;rephrased_3
¿Cuál de los edificios tuvo una reducción superior al 5% en su consumo mensual en comparación con el mes que pasó?;Ranking de edificios;"SELECT DISTINCT b.""name"" AS building_name FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""diff_pct_consumption_prev_month"" < -5;";;rephrased_4
¿En qué edificio vieron que el consumo bajó más del 5% contra el mes anterior, sabes?;Ranking de edificios;"SELECT DISTINCT b.""name"" AS building_name FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) AND m.""diff_pct_consumption_prev_month"" < -5;";;rephrased_5
¿Qué edificio tuvo el consumo promedio diario más bajo durante la semana pasada?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' ORDER BY w.""daily_consumption_kwh"" ASC LIMIT 1;";;original
¿Cuál fue el edificio con el consumo diario promedio más bajo la semana pasada?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' ORDER BY w.""daily_consumption_kwh"" ASC LIMIT 1;";;rephrased_1
De todos los edificios, ¿cuál consumió menos en promedio cada día la semana pasada?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' ORDER BY w.""daily_consumption_kwh"" ASC LIMIT 1;";;rephrased_2
Que edifcio tuvo el promdio diario de consumo más bajo la semana pasada?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' ORDER BY w.""daily_consumption_kwh"" ASC LIMIT 1;";;rephrased_3
Porfa, ¿me puedes decir cuál edificio gastó menos energía al día durante la semana pasada?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' ORDER BY w.""daily_consumption_kwh"" ASC LIMIT 1;";;rephrased_4
Me gustaría saber qué edificio registró el consumo diario promedio mínimo en la pasada semana.;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE_TRUNC('week', CURRENT_DATE) - INTERVAL '7 days' ORDER BY w.""daily_consumption_kwh"" ASC LIMIT 1;";;rephrased_5
¿Qué edificio tuvo el consumo total más bajo en septiembre de 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-09-01' ORDER BY m.""total_consumption_kwh"" ASC LIMIT 1;";;original
¿Cuál edificio registró el consumo total más bajo durante septiembre de 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-09-01' ORDER BY m.""total_consumption_kwh"" ASC LIMIT 1;";;rephrased_1
En septiembre 2024, qué edificio tuvo el menor consumo total?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-09-01' ORDER BY m.""total_consumption_kwh"" ASC LIMIT 1;";;rephrased_2
Oye, ¿qué edificio consumió menos energía en septiembre de 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-09-01' ORDER BY m.""total_consumption_kwh"" ASC LIMIT 1;";;rephrased_3
¿En septiembre 2024 cuál fue el bibilo que tuvo el consumo más bajo en total?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-09-01' ORDER BY m.""total_consumption_kwh"" ASC LIMIT 1;";;rephrased_4
Podrías decirme qué edificio tuvo el consumo energético más bajo en el mes de septiembre del año 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-09-01' ORDER BY m.""total_consumption_kwh"" ASC LIMIT 1;";;rephrased_5
¿Qué edificio tuvo el mayor consumo semanal acumulado entre las semanas del 2025-06-02 y 2025-06-16?;Ranking de edificios;"SELECT b.""name"" AS building_name, SUM(w.""total_consumption_kwh"") AS total_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" >= DATE '2025-06-02' AND w.""week_start"" < DATE '2025-06-16' GROUP BY b.""name"" ORDER BY total_kwh DESC LIMIT 1;";;original
¿Cuál fue el edificio que registró el consumo semanal más alto entre las semanas del 2 al 16 de junio de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, SUM(w.""total_consumption_kwh"") AS total_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" >= DATE '2025-06-02' AND w.""week_start"" < DATE '2025-06-16' GROUP BY b.""name"" ORDER BY total_kwh DESC LIMIT 1;";;rephrased_1
Entre el 2025-06-02 y el 2025-06-16, ¿qué construcción tuvo el consumo acumulado mayor por semana?;Ranking de edificios;"SELECT b.""name"" AS building_name, SUM(w.""total_consumption_kwh"") AS total_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" >= DATE '2025-06-02' AND w.""week_start"" < DATE '2025-06-16' GROUP BY b.""name"" ORDER BY total_kwh DESC LIMIT 1;";;rephrased_2
Oye, ¿sabes qué edificio tuvo la mayor cantidad de energía usada en esas semanas de junio del 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, SUM(w.""total_consumption_kwh"") AS total_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" >= DATE '2025-06-02' AND w.""week_start"" < DATE '2025-06-16' GROUP BY b.""name"" ORDER BY total_kwh DESC LIMIT 1;";;rephrased_3
¿Cual edificio tubo el maximo consumo acumulado en las semanas del 2025-06-02 a 2025-06-16?;Ranking de edificios;"SELECT b.""name"" AS building_name, SUM(w.""total_consumption_kwh"") AS total_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" >= DATE '2025-06-02' AND w.""week_start"" < DATE '2025-06-16' GROUP BY b.""name"" ORDER BY total_kwh DESC LIMIT 1;";;rephrased_4
Por favor, indicad qué inmueble mostró el consumo semanal más elevado en el período comprendido entre el 2 y el 16 de junio de 2025.;Ranking de edificios;"SELECT b.""name"" AS building_name, SUM(w.""total_consumption_kwh"") AS total_kwh FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" >= DATE '2025-06-02' AND w.""week_start"" < DATE '2025-06-16' GROUP BY b.""name"" ORDER BY total_kwh DESC LIMIT 1;";;rephrased_5
¿Qué edificio tuvo el mayor consumo total acumulado (YTD) hasta el mes actual?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""ytd_consumption_kwh"" DESC LIMIT 1;";;original
¿Cuál es el edificio que ha registrado el consumo total acumulado más alto hasta el mes en curso?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""ytd_consumption_kwh"" DESC LIMIT 1;";;rephrased_1
¿Que edificio tuvo el mayor consumo total acumulado (YTD) hasta el mes acutal?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""ytd_consumption_kwh"" DESC LIMIT 1;";;rephrased_2
Oye, ¿me podrías decir qué edificio se llevó la mayor cantidad de consumo acumulado este año hasta ahora?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""ytd_consumption_kwh"" DESC LIMIT 1;";;rephrased_3
De todos los edificios, ¿cuál es el que presenta el consumo total más grande acumulado en el año hasta el mes actual?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""ytd_consumption_kwh"" DESC LIMIT 1;";;rephrased_4
Según los datos, ¿qué construcción tuvo el consumo total acumulado más elevado (YTD) hasta este mes?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""ytd_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE_TRUNC('month', CURRENT_DATE) ORDER BY m.""ytd_consumption_kwh"" DESC LIMIT 1;";;rephrased_5
¿Qué edificio tuvo el mayor consumo total en junio de 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-06-01' ORDER BY m.""total_consumption_kwh"" DESC LIMIT 1;";;original
¿Cuál fue el edificio que registró el consumo más alto en junio de 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-06-01' ORDER BY m.""total_consumption_kwh"" DESC LIMIT 1;";;rephrased_1
¿Qué boveding tuvo el consumo total mayor en junio del 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-06-01' ORDER BY m.""total_consumption_kwh"" DESC LIMIT 1;";;rephrased_2
Me podrías decir qué edificio consumió más energía en junio de 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-06-01' ORDER BY m.""total_consumption_kwh"" DESC LIMIT 1;";;rephrased_3
Oye, ¿y qué edificio fue el que más consumió en total durante junio del 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-06-01' ORDER BY m.""total_consumption_kwh"" DESC LIMIT 1;";;rephrased_4
Por favor, indícame qué inmueble lideró el consumo total en junio de 2024.;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-06-01' ORDER BY m.""total_consumption_kwh"" DESC LIMIT 1;";;rephrased_5
¿Qué edificio tuvo el mayor consumo total mensual en diciembre de 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-12-01' ORDER BY m.""total_consumption_kwh"" DESC LIMIT 1;";;original
¿Cuál fue el edificio con el consumo total más alto en diciembre de 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-12-01' ORDER BY m.""total_consumption_kwh"" DESC LIMIT 1;";;rephrased_1
En diciembre del 2024, ¿qué edificio consumió más energia en total?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-12-01' ORDER BY m.""total_consumption_kwh"" DESC LIMIT 1;";;rephrased_2
¿Me puedes decir qué edificio tuvo el consumo mensual mayor en diciembre 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-12-01' ORDER BY m.""total_consumption_kwh"" DESC LIMIT 1;";;rephrased_3
Decime, ¿qué edificio tuvo en dicimbre 2024 el consumo total más grande?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-12-01' ORDER BY m.""total_consumption_kwh"" DESC LIMIT 1;";;rephrased_4
¿Durante el mes de diciembre de 2024, qué inmueble registró el consumo más elevado?;Ranking de edificios;"SELECT b.""name"" AS building_name, m.""year_month"", m.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_monthly_metrics"" m ON b.""cups"" = m.""cups"" WHERE m.""year_month"" = DATE '2024-12-01' ORDER BY m.""total_consumption_kwh"" DESC LIMIT 1;";;rephrased_5
¿Qué edificio tuvo el mayor consumo total semanal en la primera semana de diciembre de 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE '2024-12-02' ORDER BY w.""total_consumption_kwh"" DESC LIMIT 1;";;original
¿Cuál fue el edificio con el consumo semanal total más alto durante la primera semana de diciembre de 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE '2024-12-02' ORDER BY w.""total_consumption_kwh"" DESC LIMIT 1;";;rephrased_1
Me puedes decir qué edificio consumió más energia en la primera seman de diciembre del 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE '2024-12-02' ORDER BY w.""total_consumption_kwh"" DESC LIMIT 1;";;rephrased_2
Oye, ¿qué edificio tuvo el mayor gasto semanal de electricidad en esos primeros días de diciembre 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE '2024-12-02' ORDER BY w.""total_consumption_kwh"" DESC LIMIT 1;";;rephrased_3
En la primera semana de diciembre de 2024, ¿qué edificio alcanzó el máximo consumo total por semana?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE '2024-12-02' ORDER BY w.""total_consumption_kwh"" DESC LIMIT 1;";;rephrased_4
¿Cuál edificio había tenido el mayor consumo total en la semana inicial de dicieembre 2024?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""total_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE '2024-12-02' ORDER BY w.""total_consumption_kwh"" DESC LIMIT 1;";;rephrased_5
¿Qué edificio tuvo el menor consumo promedio diario en la primera semana de mayo de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE '2025-05-05' ORDER BY w.""daily_consumption_kwh"" ASC LIMIT 1;";;original
¿Cuál edificio registró el consumo diario promedio más bajo durante la primera semana de mayo de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE '2025-05-05' ORDER BY w.""daily_consumption_kwh"" ASC LIMIT 1;";;rephrased_1
En la primera semana de mayu 2025, ¿qué edificio consumió menos en promedio cada día?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE '2025-05-05' ORDER BY w.""daily_consumption_kwh"" ASC LIMIT 1;";;rephrased_2
Me podrías decir qué edificio tuvo el consumo promedio diario más bajo en la semana uno de mayo de 2025?;Ranking de edificios;"SELECT b.""name"" AS building_name, w.""week_start"", w.""daily_consumption_kwh"" FROM smart_buildings.""building"" b JOIN smart_buildings.""energy_consumption_weekly_metrics"" w ON b.""cups"" = w.""cups"" WHERE w.""week_start"" = DATE '2025-05-05' ORDER BY w.""daily_consumption_kwh"" ASC LIMIT 1;";;rephrased_3
